ndb_no,shrt_desc,water_g,energ_kcal,protein_g,lipid_tot_g,ash_g,carbohydrt_g,fiber_td_g,sugar_tot_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mg,selenium_ug,vit_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,panto_acid_mg,vit_b6_mg,folate_tot_ug,folic_acid_ug,food_folate_ug,folate_dfe_ug,vit_b12_ug,vit_a_iu,vit_a_rae,retinol_ug,alpha_carot_ug,beta_carot_ug,beta_crypt_ug,lycopene_ug,lut_zea_ug,vit_e_mg,vit_d_ug,vit_d_iu,fa_sat_g,fa_mono_g,fa_poly_g,cholestrl_mg,gmwt_1,gmwt_desc1,refuse_pct,healthiness_score,health_category
23087,94,73.2,127,21.36,4.6,1.25,0.0,0.0,0.0,11.0,2.51,26.0,230.0,349.0,83.0,8.06,0.09,0.013,24.3,0.0,0.08,0.217,3.527,0.82,0.409,3.0,0.0,3.0,3.0,3.22,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,4.0,1.884,2.328,0.348,67.0,85.0,4,6.0,75.17794081052413,0
23088,95,74.46,117,21.22,3.53,1.12,0.0,0.0,0.0,11.0,2.26,24.0,216.0,344.0,76.0,7.93,0.084,0.012,25.2,0.0,0.08,0.22,3.74,0.91,0.448,3.0,0.0,3.0,3.0,3.02,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,3.0,1.47,1.7,0.32,68.0,85.0,4,5.0,75.24871121966888,0
23089,93,73.71,123,21.3,4.17,1.19,0.0,0.0,0.0,11.0,2.44,25.0,225.0,346.0,81.0,8.0,0.088,0.012,24.3,0.0,0.08,0.217,3.603,0.865,0.416,3.0,0.0,3.0,3.0,3.13,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,3.0,1.7,2.1,0.35,67.0,85.0,4,5.0,75.20900213723105,0
23090,75,60.08,191,32.41,6.82,1.26,0.0,0.0,0.0,16.0,2.96,23.0,228.0,319.0,67.0,8.32,0.12,0.017,34.6,0.0,0.075,0.25,4.117,0.71,0.511,8.0,0.0,8.0,8.0,2.73,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,5.0,2.8,3.5,0.45,99.0,85.0,4,0.0,78.80752743015172,0
23091,79,60.97,186,32.29,6.34,1.18,0.0,0.0,0.0,15.0,2.84,23.0,236.0,320.0,68.0,8.47,0.116,0.016,32.2,0.0,0.08,0.3,4.85,0.7,0.522,8.0,0.0,8.0,8.0,2.53,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,4.0,2.514,3.164,0.432,102.0,85.0,4,0.0,78.8338236669661,0
23092,77,59.49,194,32.49,7.14,1.31,0.0,0.0,0.0,17.0,3.06,22.0,223.0,315.0,65.0,8.27,0.125,0.017,35.3,0.0,0.07,0.227,4.013,0.72,0.505,8.0,0.0,8.0,8.0,2.85,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.13,0.1,6.0,2.87,3.57,0.41,96.0,85.0,4,0.0,78.82605833528937,0
23093,76,72.51,128,21.75,4.48,1.11,0.16,0.0,0.0,13.0,2.12,21.0,213.0,367.0,80.0,5.43,0.088,0.014,24.2,0.0,0.08,0.17,5.003,0.665,0.567,3.0,0.0,3.0,3.0,2.3,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,4.0,1.86,2.32,0.3,64.0,85.0,4,0.0,75.33254150481538,0
23094,80,72.79,124,21.9,3.99,1.12,0.21,0.0,0.0,14.0,2.2,20.0,209.0,359.0,81.0,5.51,0.093,0.014,26.0,0.0,0.08,0.17,5.19,0.67,0.568,4.0,0.0,4.0,4.0,2.42,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,3.0,1.748,2.16,0.287,66.0,85.0,4,0.0,75.409841851961,0
23095,78,72.32,130,21.64,4.81,1.11,0.12,0.0,0.0,13.0,2.09,21.0,217.0,373.0,79.0,5.41,0.084,0.014,23.6,0.0,0.08,0.17,4.887,0.66,0.568,3.0,0.0,3.0,3.0,2.27,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,4.0,1.988,2.51,0.31,63.0,85.0,4,0.0,75.26335945896815,0
23100,257,61.36,207,27.97,10.57,1.02,0.0,0.0,0.0,7.0,2.53,25.0,177.0,296.0,59.0,7.0,0.09,0.09,35.6,0.0,0.08,0.323,5.799,0.595,0.558,7.0,0.0,7.0,7.0,2.32,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,4.2,4.866,0.548,79.0,85.0,4,26.0,76.91913995421983,0
23101,236,57.57,240,27.18,14.55,1.02,0.0,0.0,0.0,11.0,2.37,24.0,174.0,296.0,68.0,6.11,0.086,0.086,28.5,0.0,0.11,0.328,5.478,0.68,0.517,7.0,0.0,7.0,7.0,2.23,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,4.0,5.606,6.622,0.658,83.0,85.0,4,32.0,76.2451444616419,0
23102,59,66.7,196,19.17,13.26,0.98,0.0,0.0,0.0,12.0,2.19,20.0,184.0,336.0,76.0,6.99,0.071,0.011,22.9,0.0,0.079,0.167,4.032,0.679,0.397,3.0,0.0,3.0,3.0,2.82,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.16,0.1,4.0,5.726,6.568,1.02,66.0,85.0,4,6.0,73.401974159094,0
23103,56,66.0,202,19.15,13.93,0.98,0.0,0.0,0.0,12.0,2.13,19.0,181.0,329.0,76.0,6.99,0.073,0.011,21.7,0.0,0.079,0.167,3.983,0.63,0.38,3.0,0.0,3.0,3.0,2.94,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.16,0.1,5.0,5.896,6.794,1.04,66.0,85.0,4,6.0,73.34991113989774,0
23104,58,67.76,187,19.2,12.27,0.98,0.0,0.0,0.0,12.0,2.27,20.0,188.0,347.0,77.0,6.98,0.067,0.011,24.6,0.0,0.079,0.167,4.106,0.728,0.421,3.0,0.0,3.0,3.0,2.63,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,4.0,5.473,6.229,0.989,66.0,85.0,4,6.0,73.47777438534752,0
23108,54,68.11,182,18.99,11.64,0.9,0.36,0.0,0.0,11.0,2.38,20.0,178.0,315.0,76.0,7.4,0.075,0.014,21.2,0.0,0.08,0.191,3.252,0.786,0.399,3.0,0.0,3.0,3.0,3.03,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1,4.0,4.831,5.643,1.037,69.0,85.0,4,2.0,73.5700759414141,0
23109,63,67.31,189,18.85,12.4,0.9,0.53,0.0,0.0,11.0,2.37,20.0,177.0,312.0,75.0,7.32,0.075,0.014,21.5,0.0,0.08,0.195,3.316,0.853,0.402,3.0,0.0,3.0,3.0,2.9,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,5.0,5.137,6.04,1.104,70.0,85.0,4,1.0,73.4396536662072,0
23110,61,69.3,172,19.2,10.5,0.91,0.09,0.0,0.0,11.0,2.38,20.0,181.0,320.0,76.0,7.51,0.076,0.014,20.8,0.0,0.079,0.183,3.292,0.72,0.421,3.0,0.0,3.0,3.0,3.22,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,4.0,4.37,5.047,0.936,68.0,85.0,4,2.0,73.76800365676527,0
23111,380,72.3,133,21.17,5.33,1.13,0.07,0.0,0.0,12.0,2.66,24.0,234.0,403.0,74.0,6.72,0.071,0.013,23.8,0.0,0.09,0.206,4.549,0.76,0.564,3.0,0.0,3.0,3.0,2.66,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,2.0,2.124,2.648,0.582,64.0,85.0,4,6.0,75.06852022780659,0
23112,381,73.01,127,21.72,4.44,1.11,0.0,0.0,0.0,12.0,2.56,26.0,233.0,383.0,70.0,6.88,0.076,0.013,23.9,0.0,0.09,0.212,4.619,0.812,0.595,3.0,0.0,3.0,3.0,2.83,12.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,1.0,1.78,2.13,0.53,68.0,85.0,4,6.0,75.35371968211555,0
23113,50,60.3,236,24.63,15.29,0.94,0.0,0.0,0.0,18.0,2.22,20.0,187.0,308.0,76.0,8.48,0.071,0.012,25.2,0.0,0.072,0.178,4.368,0.678,0.38,6.0,0.0,6.0,6.0,3.01,22.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,5.0,6.354,7.243,1.168,83.0,85.0,4,7.0,75.13293718376127,0
23114,51,59.63,241,24.47,15.87,0.94,0.0,0.0,0.0,18.0,2.28,21.0,189.0,307.0,75.0,8.74,0.074,0.012,25.2,0.0,0.076,0.182,4.303,0.693,0.374,6.0,0.0,6.0,6.0,3.22,22.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.13,0.1,5.0,6.462,7.509,1.147,84.0,85.0,4,6.0,75.04787150493893,0
23115,40,61.29,229,24.86,14.41,0.94,0.0,0.0,0.0,19.0,2.16,20.0,185.0,312.0,76.0,8.24,0.067,0.012,26.3,0.0,0.067,0.174,4.314,0.663,0.382,6.0,0.0,6.0,6.0,2.66,23.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,4.0,6.192,6.843,1.2,81.0,85.0,4,7.0,75.2605357019948,0
23122,52,73.3,128,21.13,4.79,1.19,0.0,0.0,0.0,11.0,2.43,25.0,223.0,343.0,80.0,7.93,0.087,0.012,24.1,0.0,0.08,0.214,3.587,0.858,0.413,3.0,0.0,3.0,3.0,3.11,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,4.0,1.9,2.27,0.62,67.0,85.0,4,4.0,75.09781670640515,0
23123,53,72.83,131,21.19,5.18,1.24,0.0,0.0,0.0,11.0,2.5,26.0,229.0,347.0,82.0,8.0,0.089,0.013,24.1,0.0,0.08,0.215,3.513,0.814,0.407,3.0,0.0,3.0,3.0,3.19,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,4.0,2.05,2.5,0.63,67.0,85.0,4,5.0,75.07575610505081,0
23124,92,74.01,122,21.05,4.2,1.11,0.0,0.0,0.0,11.0,2.25,24.0,215.0,341.0,76.0,7.85,0.083,0.012,24.9,0.0,0.08,0.217,3.72,0.902,0.445,3.0,0.0,3.0,3.0,2.99,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,3.0,1.7,1.9,0.6,68.0,85.0,4,4.0,75.12781912424707,0
23131,386,59.76,204,31.03,8.92,1.38,0.0,0.0,0.0,13.0,3.53,25.0,230.0,352.0,61.0,9.24,0.129,0.014,37.5,0.0,0.079,0.271,4.662,0.81,0.535,8.0,0.0,8.0,8.0,3.35,22.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,6.0,3.112,3.887,0.909,98.0,85.0,4,8.0,78.25018839753557,0
23132,387,59.49,207,30.93,9.25,1.4,0.0,0.0,0.0,13.0,3.7,24.0,230.0,353.0,60.0,9.22,0.138,0.015,38.1,0.0,0.079,0.278,4.873,0.821,0.506,8.0,0.0,8.0,8.0,3.34,22.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.13,0.1,6.0,3.264,4.203,0.879,98.0,85.0,4,8.0,78.17641774660663,0
23137,44,66.33,205,18.97,14.32,0.88,0.0,0.0,0.0,14.0,2.1,16.0,175.0,291.0,77.0,6.65,0.083,0.012,19.1,0.0,0.07,0.162,3.875,0.646,0.338,3.0,0.0,3.0,3.0,2.91,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.16,0.1,4.0,6.154,6.957,1.069,70.0,85.0,4,9.0,73.20925274566244,0
23138,45,65.78,210,18.87,14.99,0.86,0.0,0.0,0.0,15.0,2.16,16.0,177.0,302.0,76.0,7.02,0.083,0.012,19.6,0.0,0.07,0.166,3.821,0.62,0.337,3.0,0.0,3.0,3.0,2.94,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,5.0,6.387,7.274,1.085,70.0,85.0,4,8.0,73.11403919021708,0
23139,46,67.17,196,19.1,13.33,0.91,0.0,0.0,0.0,14.0,1.97,16.0,172.0,271.0,77.0,5.89,0.084,0.012,18.6,0.0,0.07,0.157,3.95,0.672,0.338,3.0,0.0,3.0,3.0,2.8,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,4.0,5.805,6.482,1.045,71.0,85.0,4,10.0,73.34576374684312,0
23143,70,64.48,223,18.86,16.35,0.86,0.0,0.0,0.0,14.0,2.1,19.0,179.0,329.0,66.0,7.26,0.064,0.009,19.8,0.0,0.074,0.144,4.351,0.649,0.362,3.0,0.0,3.0,3.0,2.7,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,5.0,6.963,7.739,1.177,68.0,85.0,4,10.0,72.97920479473933,0
23144,71,63.98,227,18.86,16.85,0.84,0.0,0.0,0.0,14.0,2.1,19.0,179.0,330.0,66.0,7.3,0.065,0.008,19.9,0.0,0.07,0.141,4.34,0.642,0.326,3.0,0.0,3.0,3.0,2.74,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,5.0,7.176,7.978,1.149,68.0,85.0,4,10.0,72.92281789767763,0
23146,232,58.66,231,27.12,13.64,1.05,0.0,0.0,0.0,11.0,2.36,24.0,173.0,295.0,69.0,6.14,0.085,0.085,27.7,0.0,0.095,0.329,5.561,0.685,0.544,7.0,0.0,7.0,7.0,2.26,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,5.258,6.085,0.619,80.0,85.0,4,32.0,76.31962105181417,0
23147,237,60.3,219,27.03,12.29,1.11,0.0,0.0,0.0,11.0,2.35,24.0,170.0,295.0,70.0,6.2,0.083,0.083,26.5,0.0,0.08,0.33,5.685,0.69,0.584,7.0,0.0,7.0,7.0,2.31,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,4.0,4.736,5.281,0.562,77.0,85.0,4,32.0,76.42957108896422,0
23148,238,60.57,217,27.3,11.97,1.01,0.0,0.0,0.0,8.0,2.65,25.0,174.0,282.0,60.0,6.97,0.087,0.087,33.0,0.0,0.08,0.335,5.545,0.59,0.514,7.0,0.0,7.0,7.0,2.37,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,4.0,4.645,5.433,0.554,80.0,85.0,4,27.0,76.56131700025237,0
23149,248,62.56,192,28.98,8.48,1.05,0.0,0.0,0.0,6.0,2.34,26.0,181.0,318.0,59.0,7.05,0.096,0.096,39.5,0.0,0.08,0.305,6.18,0.6,0.623,7.0,0.0,7.0,7.0,2.25,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,3.0,3.534,4.015,0.539,77.0,85.0,4,25.0,77.45547729434665,0
23150,260,69.24,166,21.22,9.04,0.97,0.0,0.0,0.0,9.0,1.96,21.0,152.0,275.0,64.0,4.89,0.073,0.073,21.1,0.0,0.1,0.269,5.08,0.54,0.488,3.0,0.0,3.0,3.0,1.94,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,4.0,3.544,4.13,0.436,64.0,85.0,4,35.0,74.72790454289552,0
23151,255,68.58,173,20.93,9.97,0.95,0.0,0.0,0.0,9.0,1.95,22.0,156.0,270.0,65.0,4.77,0.073,0.073,21.5,0.0,0.1,0.278,4.907,0.52,0.467,3.0,0.0,3.0,3.0,1.93,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.16,0.1,4.0,3.88,4.531,0.464,65.0,85.0,4,36.0,74.53306531173394,0
23152,253,70.21,155,21.65,7.64,1.0,0.0,0.0,0.0,10.0,1.99,21.0,148.0,281.0,63.0,5.07,0.072,0.072,20.5,0.0,0.1,0.255,5.34,0.56,0.521,3.0,0.0,3.0,3.0,1.96,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1,2.0,3.039,3.528,0.393,62.0,85.0,4,35.0,75.01866326874577,0
23153,258,70.14,156,21.99,7.54,1.01,0.0,0.0,0.0,6.0,1.94,23.0,156.0,276.0,56.0,5.67,0.076,0.075,27.3,0.0,0.115,0.271,5.555,0.53,0.467,4.0,0.0,4.0,4.0,1.87,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,3.0,2.759,3.277,0.439,66.0,85.0,4,24.0,75.21809110498904,0
23154,251,69.65,161,21.62,8.29,0.99,0.0,0.0,0.0,7.0,2.04,22.0,153.0,262.0,56.0,5.63,0.071,0.071,27.5,0.0,0.13,0.278,5.538,0.53,0.479,3.0,0.0,3.0,3.0,1.96,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,3.0,3.057,3.576,0.467,63.0,85.0,4,25.0,75.01389817885322,0
23155,252,70.89,148,22.55,6.41,1.03,0.0,0.0,0.0,5.0,1.8,23.0,160.0,297.0,55.0,5.72,0.084,0.082,27.0,0.0,0.1,0.26,5.58,0.53,0.449,4.0,0.0,4.0,4.0,1.75,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,2.313,2.83,0.396,70.0,85.0,4,21.0,75.52852788724738,0
23156,256,59.69,221,27.4,12.43,1.09,0.0,0.0,0.0,22.0,2.62,25.0,184.0,279.0,67.0,6.0,0.081,0.081,28.2,0.0,0.105,0.334,5.683,0.625,0.547,7.0,0.0,7.0,7.0,2.22,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,4.0,4.794,5.628,0.594,80.0,85.0,4,38.0,76.54481567043932,0
23157,249,59.13,229,27.03,13.44,1.04,0.0,0.0,0.0,22.0,2.61,25.0,184.0,276.0,67.0,6.0,0.083,0.083,28.3,0.0,0.1,0.337,5.675,0.64,0.53,7.0,0.0,7.0,7.0,2.21,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,4.897,5.828,0.607,82.0,85.0,4,38.0,76.38342031093093,0
23158,250,60.51,210,27.96,10.91,1.15,0.0,0.0,0.0,22.0,2.63,25.0,185.0,284.0,67.0,6.01,0.078,0.078,28.0,0.0,0.11,0.33,5.695,0.61,0.573,7.0,0.0,7.0,7.0,2.23,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.1,3.0,4.639,5.327,0.573,78.0,85.0,4,39.0,76.78704107331002,0
23159,233,59.55,218,28.21,11.68,1.05,0.0,0.0,0.0,8.0,2.13,24.0,178.0,326.0,56.0,7.09,0.089,0.089,35.5,0.0,0.09,0.292,5.85,0.645,0.54,7.0,0.0,7.0,7.0,2.33,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,4.535,5.269,0.696,80.0,85.0,4,24.0,76.91869874219275,0
23160,234,58.26,229,27.87,13.01,1.01,0.0,0.0,0.0,8.0,2.2,24.0,175.0,319.0,54.0,7.12,0.093,0.093,34.8,0.0,0.1,0.277,5.657,0.66,0.534,7.0,0.0,7.0,7.0,2.43,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,5.0,5.187,6.091,0.777,81.0,85.0,4,25.0,76.62785177393707,0
23161,235,61.49,202,28.72,9.68,1.11,0.0,0.0,0.0,8.0,2.02,25.0,183.0,335.0,59.0,7.05,0.083,0.083,36.5,0.0,0.08,0.315,6.14,0.63,0.549,7.0,0.0,7.0,7.0,2.18,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.08,0.1,4.0,3.556,4.037,0.574,79.0,85.0,4,23.0,77.35435149773834,0
23162,224,57.0,234,29.99,12.69,1.05,0.0,0.0,0.0,7.0,2.47,24.0,171.0,303.0,63.0,8.24,0.109,0.109,34.0,0.0,0.085,0.353,6.471,0.69,0.492,7.0,0.0,7.0,7.0,2.95,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,5.0,4.315,5.49,0.553,92.0,85.0,4,4.0,77.57169254228134,0
23163,219,69.5,164,21.17,8.82,0.95,0.0,0.0,0.0,6.0,1.75,21.0,151.0,272.0,66.0,6.26,0.088,0.088,23.0,0.0,0.058,0.299,5.439,0.61,0.438,3.0,0.0,3.0,3.0,2.38,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1,4.0,3.233,3.943,0.442,64.0,85.0,4,7.0,74.78905652984976,0
23164,225,56.33,242,29.56,13.72,1.03,0.0,0.0,0.0,7.0,2.51,23.0,168.0,298.0,64.0,8.14,0.107,0.107,33.7,0.0,0.09,0.355,6.365,0.7,0.471,7.0,0.0,7.0,7.0,3.1,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,5.0,4.76,6.088,0.597,93.0,85.0,4,4.0,77.29858229751456,0
23165,220,68.91,171,20.89,9.76,0.94,0.0,0.0,0.0,6.0,1.74,21.0,150.0,264.0,67.0,6.25,0.087,0.087,24.0,0.0,0.055,0.285,5.282,0.64,0.44,3.0,0.0,3.0,3.0,2.55,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,4.0,3.546,4.43,0.483,64.0,85.0,4,7.0,74.60560056898703,0
23166,221,58.01,223,30.64,11.16,1.09,0.0,0.0,0.0,7.0,2.36,24.0,176.0,312.0,62.0,8.49,0.107,0.107,35.0,0.0,0.08,0.35,6.63,0.68,0.524,7.0,0.0,7.0,7.0,2.72,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,4.0,3.647,4.594,0.486,91.0,85.0,4,4.0,77.98149027303964,0
23167,222,70.4,153,21.61,7.41,0.97,0.0,0.0,0.0,6.0,1.76,22.0,154.0,292.0,66.0,6.44,0.083,0.083,22.0,0.0,0.06,0.32,5.675,0.58,0.435,3.0,0.0,3.0,3.0,2.13,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,2.765,3.212,0.38,63.0,85.0,4,6.0,75.07002034869868,0
23174,242,60.91,206,28.11,10.37,1.09,0.0,0.0,0.0,7.0,2.53,25.0,177.0,296.0,59.0,7.0,0.09,0.09,35.6,0.0,0.08,0.323,5.799,0.595,0.558,7.0,0.0,7.0,7.0,2.32,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,4.2,4.866,0.548,79.0,85.0,4,26.0,76.96855570125356,0
23175,243,69.93,154,21.85,7.41,0.98,0.0,0.0,0.0,6.0,1.94,23.0,156.0,276.0,56.0,5.67,0.076,0.075,27.3,0.0,0.115,0.271,5.555,0.53,0.467,4.0,0.0,4.0,4.0,1.87,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,3.0,2.759,3.277,0.439,66.0,85.0,4,24.0,75.16867535795531,0
23176,244,60.09,215,27.39,11.75,1.06,0.0,0.0,0.0,8.0,2.65,25.0,174.0,282.0,60.0,6.97,0.087,0.087,33.0,0.0,0.08,0.335,5.545,0.59,0.514,7.0,0.0,7.0,7.0,2.37,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,4.0,4.645,5.433,0.554,80.0,85.0,4,27.0,76.59308426620262,0
23177,245,69.22,162,21.44,8.5,0.97,0.0,0.0,0.0,7.0,2.04,22.0,153.0,262.0,56.0,5.63,0.071,0.071,27.5,0.0,0.13,0.278,5.538,0.53,0.479,3.0,0.0,3.0,3.0,1.96,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.18,0.1,4.0,3.057,3.576,0.467,63.0,85.0,4,25.0,74.95036364695272,0
23178,246,62.15,191,29.18,8.31,1.15,0.0,0.0,0.0,6.0,2.34,26.0,181.0,318.0,59.0,7.05,0.096,0.096,39.5,0.0,0.08,0.305,6.18,0.6,0.623,7.0,0.0,7.0,7.0,2.25,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,3.0,3.534,4.015,0.539,77.0,85.0,4,24.0,77.52607121868056,0
23179,247,71.0,142,22.46,5.78,1.0,0.0,0.0,0.0,5.0,1.8,23.0,160.0,297.0,55.0,5.72,0.084,0.082,27.0,0.0,0.1,0.26,5.58,0.53,0.449,4.0,0.0,4.0,4.0,1.75,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,2.313,2.83,0.396,70.0,85.0,4,22.0,75.49676062129713,0
23201,259,61.77,244,18.85,18.73,0.89,0.0,0.0,0.0,8.0,1.74,19.0,132.0,236.0,50.0,4.78,0.067,0.067,23.3,0.0,0.097,0.239,4.681,0.477,0.398,3.0,0.0,3.0,3.0,1.7,15.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.14,0.1,6.0,8.251,8.83,0.889,70.0,85.0,4,4.0,72.65941431750676,0
23213,254,63.08,230,19.55,16.9,0.91,0.0,0.0,0.0,7.0,1.64,20.0,137.0,256.0,50.0,4.88,0.074,0.072,23.2,0.0,0.086,0.233,4.759,0.48,0.388,3.0,0.0,3.0,3.0,1.61,16.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,7.515,8.092,0.825,74.0,85.0,4,3.0,73.09427289140359,0
23214,231,56.07,245,29.36,14.2,1.04,0.0,0.0,0.0,7.0,2.44,23.0,168.0,298.0,63.0,8.06,0.108,0.108,33.3,0.0,0.083,0.348,6.338,0.683,0.483,7.0,0.0,7.0,7.0,2.91,24.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,5.057,6.278,0.616,92.0,85.0,4,1.0,77.15289408617046,0
23215,226,55.35,253,28.9,15.3,1.01,0.0,0.0,0.0,7.0,2.48,23.0,165.0,293.0,63.0,7.95,0.105,0.105,32.9,0.0,0.088,0.35,6.224,0.692,0.462,7.0,0.0,7.0,7.0,3.06,24.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,5.554,6.927,0.665,93.0,85.0,4,1.0,76.85719378561683,0
23217,223,67.25,187,20.38,11.71,0.92,0.0,0.0,0.0,6.0,1.71,20.0,145.0,262.0,64.0,5.99,0.085,0.085,22.2,0.0,0.055,0.289,5.241,0.594,0.421,3.0,0.0,3.0,3.0,2.31,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,4.0,4.626,5.431,0.548,65.0,85.0,4,1.0,74.14321036459997,0
23218,217,66.55,195,20.06,12.78,0.91,0.0,0.0,0.0,6.0,1.7,20.0,144.0,254.0,65.0,5.97,0.084,0.084,23.1,0.0,0.053,0.275,5.076,0.621,0.422,3.0,0.0,3.0,3.0,2.46,13.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,4.0,5.034,6.01,0.596,65.0,85.0,4,1.0,73.92048653332651,0
23219,218,68.31,174,20.87,10.11,0.94,0.0,0.0,0.0,6.0,1.73,21.0,149.0,283.0,65.0,6.2,0.081,0.081,21.4,0.0,0.058,0.31,5.49,0.567,0.42,3.0,0.0,3.0,3.0,2.08,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,3.0,4.014,4.561,0.475,65.0,85.0,4,1.0,74.47641368745599,0
23230,239,63.02,228,19.26,16.71,0.88,0.12,0.0,0.0,8.0,1.81,20.0,137.0,246.0,52.0,4.96,0.07,0.083,24.2,0.0,0.099,0.244,4.782,0.433,0.407,3.0,0.0,3.0,3.0,1.73,15.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,5.0,7.363,7.88,0.794,68.0,85.0,4,4.0,73.03920963042316,0
